Headline,Redaccion,Date,Image URL,Link,Comentarios
Postergan delicada operación de Óscar Avilés,No hay,02/01/2014 _ 15:31,https://elcomercio.pe/resizer/PHeZzh38x0vdIk0-TGtdQNlOAHQ=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/SOP7SOLKVZBRHNTVZH4QJ55YMQ.jpg,https://elcomercio.pe/luces/musica/postergan-delicada-operacion-oscar-aviles-164679-noticia/,Primera guitarra del Perú será intervenido recién mañana debido a problemas administrativos
Trabajadores de limpieza luchan contra los cerros de basura en playas al sur de Lima [FOTOS],Redacción EC,02/01/2014 _ 15:24,https://elcomercio.pe/resizer/WB5IFAL_zj4a4zGNK2_Upy_l2mA=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/WRPKNUOXUVHGJPY6ASPOC4K4JM.jpg,https://elcomercio.pe/lima/trabajadores-limpieza-luchan-cerros-basura-playas-sur-lima-fotos-282933-noticia/,"Los bañistas que pasaron el Año Nuevo frente al mar dejaron gran cantidad de desperdicios. Barranco, Chorrillos y Puerto Viejo (Mala) pueden dar fe de ello. Recién pasadas las 10 a.m. comenzaron labores de limpieza"
"Emocionantes 'realities' y divertidas series lanzará ""América TV"" este año",Redacción EC,02/01/2014 _ 15:16,https://elcomercio.pe/resizer/km55rBYWRFcLkbbepkyW8U0ffUg=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/QUDHV76HGZEQBNU6PRJOHQX2PM.jpg,https://elcomercio.pe/tvmas/television/emocionantes-realities-divertidas-series-lanzara-america-tv-ano-282951-noticia/,"Wendy Ramos volverá a la pantalla chica a través de “Los domingo”. Programas como “Locas por el fútbol” y “Salta si puedes”, figuran en la lista"
Luis Iberico inició su primera práctica en San Martín,Redaccion Perucom,02/01/2014 _ 15:11,https://elcomercio.pe/resizer/waQPEWw4V6LJj5kyS4hckgJJZFo=/234x161/smart/filters:format(jpeg):quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/NU2C6DZRNNFMFDHDLQQ2E65MWQ.jpg,No tiene link,No hay comentario disponible
Arbitrios en Lima: “Nos cobran por beneficios que aún no se ven”,No hay,02/01/2014 _ 15:02,https://elcomercio.pe/resizer/i0Kge95b84uM50bgxTL841ZUQjU=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/C6JZOJYDDNDY3KL6PWTCUSQIY4.jpg,https://elcomercio.pe/mundo/actualidad/arbitrios-lima-cobran-beneficios-ven-164681-noticia/,"El especialista en temas municipales Julio César Castiglioni sostuvo que el incremento en los tributos solo se justifica después de recibir el servicio, no antes"
Arbitrios en Lima: “Nos cobran por beneficios que aún no se ven”,No hay,02/01/2014 _ 15:02,https://elcomercio.pe/resizer/l0qV_W55jDYp1R6_3Whq3_HLs1M=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/TOUHPTJJUZFANIN2RFTBGELIAQ.jpg,https://elcomercio.pe/mundo/actualidad/arbitrios-lima-nos-cobran-beneficios-que-aun-no-se-ven-noticia-1681251,"El especialista en temas municipales Julio César Castiglioni sostuvo que el incremento en los tributos solo se justifica después de recibir el servicio, no antes"
Karen Schwarz disfruta sus vacaciones en el mar caribeño [VIDEO],Redacción EC,02/01/2014 _ 14:50,https://elcomercio.pe/resizer/km55rBYWRFcLkbbepkyW8U0ffUg=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/QUDHV76HGZEQBNU6PRJOHQX2PM.jpg,https://elcomercio.pe/tvmas/television/karen-schwarz-disfruta-vacaciones-mar-caribeno-video-282957-noticia/,Conductora de TV se grabó con su celular sumergiéndose en el agua
Murió el menor de 13 años que sufrió quemaduras por un pirotécnico en VMT,Redacción EC,02/01/2014 _ 14:44,https://elcomercio.pe/resizer/km55rBYWRFcLkbbepkyW8U0ffUg=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/QUDHV76HGZEQBNU6PRJOHQX2PM.jpg,https://elcomercio.pe/lima/murio-menor-13-anos-sufrio-quemaduras-pirotecnico-vmt-282960-noticia/,La víctima resultó con lesiones en más del 80% de su cuerpo tras el accidente ocurrido hace 15 días
Datos de construcción y empleo en EE.UU. generan optimismo,Redacción EC,02/01/2014 _ 14:34,https://elcomercio.pe/resizer/e70FUvYRYDGC_VEbapxaVL8Htdo=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/CSKJNKBOLBHKLMGAOCQJ2MBVSY.jpg,https://elcomercio.pe/economia/mundo/datos-construccion-ee-uu-generan-optimismo-375509-noticia/,"Gasto en construcción alcanzó su mayor nivel en casi cinco años, mientras que las solicitudes de subsidios por desempleo cayeron por segunda semana consecutiva"
Arequipa: 42 movimientos regionales buscan inscribirse para elecciones 2014,No hay,02/01/2014 _ 14:28,https://elcomercio.pe/resizer/zHFvjIe_Z6Za6PlG7hbpy6hbVn0=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/X6U3K77AWNG2HAQTQJGQ75ZDA4.jpg,https://elcomercio.pe/mundo/actualidad/arequipa-42-movimientos-regionales-buscan-inscribirse-elecciones-2014-164680-noticia/,En el 2010 también hubo gran cantidad de opciones electorales: 18 para el gobierno regional y 15 para la municipalidad provincial
"Sabine Kehm, la incansable mujer detrás de Michael Schumacher",Redacción EC,02/01/2014 _ 14:19,https://elcomercio.pe/resizer/RbKEV9m26hmUPqBE-uvNfnr6XG4=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/TWW2MM5IYJERJGSYWBVLZYG54A.jpg,https://elcomercio.pe/deporte-total/polideportivo/sabine-kehm-incansable-mujer-detras-michael-schumacher-282954-noticia/,"Veinte años atrás ella tenía muy escasa idea de lo que era la Fórmula 1. Hoy, dos décadas más tarde, es quien sobre descansa la enorme presión mediática internacional tras el accidente del alemán"
Alianza Lima presentará este sábado a sus refuerzos uruguayos,Redacción EC,02/01/2014 _ 14:10,https://elcomercio.pe/resizer/Ey8LAG4x1AoDaRp1In6DBzarHsE=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/VB6SSQVW5JG5ZMCEI4NM5TIYTM.jpg,https://elcomercio.pe/deporte-total/futbol-peruano/alianza-lima-presentara-sabado-refuerzos-uruguayos-282956-noticia/,Blanquiazules también renovaron con Luis Trujillo por el 2014. Carlos Beltrán no arregló en Polonia y tendrá que volver a Matute
Humala no ve mal que Nadine sea presidenta de su partido y primera dama,Redacción EC,02/01/2014 _ 14:07,https://elcomercio.pe/resizer/fT78DavIheX-kZEWWb96QebI0_o=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/7UOLMGNT5JAG5MCLE4XXJGFRZ4.jpg,https://elcomercio.pe/politica/gobierno/humala-ve-mal-nadine-sea-presidenta-partido-primera-dama-282958-noticia/,"El mandatario aseguró que su esposa tiene un cargo honorario en su gobierno. Además, atacó a los partidos que copan el Estado"
Red 4G LTE en Lima: conoce cuáles son las áreas que tienen cobertura,No hay,02/01/2014 _ 13:57,https://elcomercio.pe/resizer/LVEhmQuoybY4RmMRyFKOQhFI_X4=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/YWGMVEWCBVAHLIGQ23OI7RHPZE.jpg,https://elcomercio.pe/economia/peru/red-4g-lte-lima-conoce-son-areas-cobertura-164676-noticia/,"Solo se podrá disfrutar de esta tecnología en zonas específicas del Cercado, La Molina, Miraflores, San Borja, San Isidro, San Miguel y Surco"
Red 4G LTE en Lima: conoce cuáles son las áreas que tienen cobertura,No hay,02/01/2014 _ 13:57,https://elcomercio.pe/resizer/s1lTka8_Vez6rdQcdZbJ60bmBdM=/234x161/smart/filters:format(jpeg):quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/KZXEGBS645BYPPHKB25NMLOPJY.jpg,https://elcomercio.pe/tecnologia/actualidad/red-4g-lima-conoce-cuales-son-areas-que-tienen-cobertura-noticia-1681227,"Solo se podrá disfrutar de esta tecnología en zonas específicas del Cercado, La Molina, Miraflores, San Borja, San Isidro, San Miguel y Surco"
¿Cómo celebraron el Año Nuevo 2014 los bomberos?,Redacción EC,02/01/2014 _ 13:53,https://elcomercio.pe/resizer/tMiyuxIwoO5op8dl-FJI3YVgFl0=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/KBCBYMICGJE4JI4ZILEJJQ6CZI.jpg,https://elcomercio.pe/tecnologia/actualidad/celebraron-ano-nuevo-2014-bomberos-375507-noticia/,"En medio de emergencias, los hombres de rojo se dieron tiempo para saludarse y desearse lo mejor para este año"
"El 2014 empieza con un alza de hasta 2,5% en los combustibles",No hay,02/01/2014 _ 13:52,https://elcomercio.pe/resizer/3oQLVcH19oQzeOGskZd4IatEV8w=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/MDAOJC6PPRGJJMC56OSXZIL2LM.jpg,https://elcomercio.pe/economia/peru/2014-empieza-alza-2-5-combustibles-164672-noticia/,"Petroperú y Repsol aprobaron en los dos últimos días aumentos para sus combustibles de hasta 2.5%, informó Opecu"
Comas: decenas de familias denuncian que no tienen agua desde hace días,Redacción EC,02/01/2014 _ 13:50,https://elcomercio.pe/resizer/km55rBYWRFcLkbbepkyW8U0ffUg=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/QUDHV76HGZEQBNU6PRJOHQX2PM.jpg,https://elcomercio.pe/lima/comas-decenas-familias-denuncian-agua-dias-282943-noticia/,Los vecinos de la urbanización La Alborada protestaron por el problema que registran desde el sábado
"Ejecutivo no prepara ley para regular la prensa escrita, dijo ministro Figallo",Redacción EC,02/01/2014 _ 13:48,https://elcomercio.pe/resizer/Iu7FoLBOpQhCfoUnyelIa9vbm1c=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/GBFHCSDGMJDLBEZFKLHZSD7WBI.jpg,https://elcomercio.pe/politica/gobierno/ejecutivo-prepara-ley-regular-prensa-escrita-dijo-ministro-figallo-282952-noticia/,Hace dos días el titular del sector se mostró a favor de regular la participación empresarial en la materia y de que el tema se debate en el Congreso
Trabajadores independientes que ganen menos de S/. 2.771 no pagarán IR,No hay,02/01/2014 _ 13:45,https://elcomercio.pe/resizer/Ls0zylu9eJ0Si7FNpEggAT8PQH4=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/SMSBRYJP2FDRFB5GIWXXRIMPF4.jpg,https://elcomercio.pe/economia/peru/trabajadores-independientes-ganen-s-2-771-pagaran-164678-noticia/,"Tras el reajuste de la UIT, el límite de ingresos de cuarta categoría inafectos al Impuesto a la Renta subió de S/.2.698 a S/.2.771"
"Burga: ""Antes del 5 de marzo la selección tendrá nuevo entrenador""",Redacción EC,02/01/2014 _ 13:39,https://elcomercio.pe/resizer/tnLThnsj8BTVlLcmSOAKXE5Rvqw=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/43WSBE2LOZB6PDCBF6KUCQ6LKU.jpg,https://elcomercio.pe/deporte-total/seleccion/burga-5-marzo-seleccion-tendra-nuevo-entrenador-282949-noticia/,"El presidente de la FPF anunció que para esa fecha, en que Perú jugará su primer amistoso 2014, habrá sucesor de Markarián"
(Editorial) Su derecho a elegir,Redacción EC,02/01/2014 _ 13:28,https://elcomercio.pe/resizer/bULru6q3rz3W4VYkc1ItBtyJC5s=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/XQA7FSTSIBEA3KP2UPJ4KXYZPI.jpg,https://elcomercio.pe/politica/opinion/editorial-derecho-elegir-375488-noticia/,Nuestra posición ante la campaña en contra de la asociación del grupo El Comercio con Epensa
(Editorial) Su derecho a elegir,No hay,02/01/2014 _ 13:28,https://elcomercio.pe/resizer/PcVP8HQOj1fgg1k8XbG5klEoZQw=/234x161/smart/filters:format(jpeg):quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/IQCSNHETWBEQHOLPR4MKSQ2DSM.jpg,https://elcomercio.pe/politica/opinion/editorial-su-derecho-elegir-noticia-1649255,Nuestra posición ante la campaña en contra de la asociación del grupo El Comercio con Epensa
Ventas de Sierra Exportadora llegan a S/.292 millones y duplican las del 2012,Redacción EC,02/01/2014 _ 13:26,https://elcomercio.pe/resizer/xk1kX4q2dhmaqm1Doo_rU4jkjrY=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/DNUOSOGP6VATLARMTA7GE2OJNA.jpg,https://elcomercio.pe/economia/negocios/ventas-sierra-exportadora-llegan-s-292-millones-duplican-2012-282931-noticia/,"El presidente la iniciativa, Alfonso Velásquez, dijo que a través de más de 300 proyectos se logró rebasar los S/.107 millones del año pasado"
¿Vuelve 'La gran transformación'? Lo que decía sobre los medios,Redacción EC,02/01/2014 _ 13:21,https://elcomercio.pe/resizer/X1VQBhJGHZG_okQd4MsMvK4jlrg=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/PUPX55PVJBARNCLC7WEKUEVIYI.jpg,https://elcomercio.pe/politica/gobierno/vuelve-gran-transformacion-decia-medios-282948-noticia/,Documento llamado “La gran transformación” proponía “mecanismos de regulación” y tomar en cuenta el modelo argentino
"Exportaciones a la UE cayeron 16,9% entre enero y octubre del 2013",No hay,02/01/2014 _ 13:20,https://elcomercio.pe/resizer/K-bolmt6VwcrcBSIaIfOs8lX2yU=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/MWEQPCGPQNGQZOS7GM3JTTGL6Y.jpg,https://elcomercio.pe/economia/peru/exportaciones-ue-cayeron-16-9-enero-octubre-2013-164675-noticia/,"Según la Asociación de Exportadores (ÁDEX), los subsectores primarios que más cayeron fueron minería (-20,1%), petróleo y gas (-15%), pesca (-46%) y agro (-30%)"
Más de 180 ideas exquisitas para que saborees este verano,Redacción EC,02/01/2014 _ 13:11,https://elcomercio.pe/resizer/S5O4xEcfLaXCvHQb4w7oTq8OIUY=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/BQQ7YAWWHJEERFR57EXVLH3J7A.jpg,https://elcomercio.pe/gastronomia/peruana/180-ideas-exquisitas-saborees-verano-282947-noticia/,"Menú Perú te propone alternativas de piqueos, entradas, segundos, postres y bebidas que no te querrás perder para disfrutar de la temporada de calor"
Gobierno venezolano publica los lugares donde se fueron de vacaciones los opositores,No hay,02/01/2014 _ 13:02,https://elcomercio.pe/resizer/DN0WFR7txvt2ImB0_RU9ijUZq58=/234x161/smart/filters:format(jpeg):quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/ZJTOXMEOSJCVHJKYYYWX3AORNU.jpg,https://elcomercio.pe/mundo/actualidad/gobierno-venezolano-publica-lugares-donde-se-iran-vacaciones-opositores-noticia-1681229,"Delcy Rodríguez, titular de Comunicación e Información, dio a conocer en su cuenta de Twitter el destino en el extranjero donde irá Henrique Capriles"
Gobierno venezolano publica los lugares donde se fueron de vacaciones los opositores,No hay,02/01/2014 _ 13:02,https://elcomercio.pe/resizer/cTn9c2y0_5lbKFPvQrwGK0KCs6g=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/32ZRSAHF2NDI5KPK2QX2J3ZNNA.jpg,https://elcomercio.pe/mundo/actualidad/gobierno-venezolano-publica-lugares-vacaciones-opositores-164677-noticia/,"Delcy Rodríguez, titular de Comunicación e Información, dio a conocer en su cuenta de Twitter el destino en el extranjero donde irá Henrique Capriles"
Ollanta Humala plantea intervención del Congreso en medios de comunicación,Redacción EC,02/01/2014 _ 12:41,https://elcomercio.pe/resizer/km55rBYWRFcLkbbepkyW8U0ffUg=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/QUDHV76HGZEQBNU6PRJOHQX2PM.jpg,https://elcomercio.pe/politica/gobierno/ollanta-humala-plantea-intervencion-congreso-medios-comunicacion-282945-noticia/,El mandatario insistió en que actividad empresarial privada representa una amenaza contra la libertad de expresión
La NASA pidió a Beyoncé “no trivializar” la tragedia del Challenger,No hay,02/01/2014 _ 12:38,https://elcomercio.pe/resizer/gUf959I5ePWqIqMDdmCo5jijZoY=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/BVLSTDDEARFK5LMJWI3XCPJ2UI.jpg,https://elcomercio.pe/luces/musica/nasa-pidio-beyonce-trivializar-tragedia-challenger-164670-noticia/,Parte del audio de la conversación entre la tripulación y el control de tierra fue incluido en una de sus canciones
Andy Polo renovó con la Universidad San Martín por todo el 2014,Redacción EC,02/01/2014 _ 12:30,https://elcomercio.pe/resizer/AKnh2j8TfC5fpd5sRQ4fuYyGxD0=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/7KP7JUC5E5BJPFGXLRUXF2RYR4.jpg,https://elcomercio.pe/deporte-total/futbol-peruano/andy-polo-renovo-universidad-san-martin-2014-282941-noticia/,Así lo hizo público el club en un comunicado oficial. El delantero de 19 años había sido vinculado con Universitario de Deportes
"SUPERAUTO: Huracán, el nuevo toro de Lamborghini",Redacción EC,02/01/2014 _ 12:28,https://elcomercio.pe/resizer/iIQ_Ru1MD3boxfuw8Z5nVFbX6Vg=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/VI24YOXTXRGJBPTLQQFZS2RUWQ.jpg,https://elcomercio.pe/ruedas-tuercas/automotriz/superauto-huracan-nuevo-toro-lamborghini-284134-noticia/,"Lamborghini lanza al mercado el nuevo Huracán, la última joya automotriz de la marca de Sant’Agata  que cuenta con un"
San Isidro: tránsito fue restringido en Paseo Parodi por poste a punto de colapsar,Redacción EC,02/01/2014 _ 12:25,https://elcomercio.pe/resizer/iw7qqmGtNStwhf_MRGjBDyuul1o=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/PQQB32QIXFCLDJESNZAHYOXS54.jpg,https://elcomercio.pe/lima/san-isidro-transito-restringido-paseo-parodi-poste-punto-colapsar-282921-noticia/,Un carro chocó contra la estructura de cemento y la dejó muy dañada. La circulación en el sentido de norte a sur fue desviado
Hamilton publicó fotos en esquí y fue criticado por fans de Schumacher,Redacción EC,02/01/2014 _ 12:16,https://elcomercio.pe/resizer/LwU6UVvMpOv7z3s2K-UTdjDdspI=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/VERBPGD2VRHZVKMQZENHRFXSEM.jpg,https://elcomercio.pe/deporte-total/polideportivo/hamilton-publico-fotos-esqui-criticado-fans-schumacher-282939-noticia/,El piloto inglés compartió imágenes de su estadía en la nieve de Colorado y los fanáticos de ‘Schumi’ consideraron que no es el momento apropiado
Sujeto que arrojó agua hirviendo a su pareja fue capturado en San Juan de Lurigancho,Redacción EC,02/01/2014 _ 12:10,https://elcomercio.pe/resizer/tVzy2TL7jmYlDdyI_QIEGi0HIks=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/LKRN54C5ZJGFXLP5OTPSYDOMEQ.jpg,https://elcomercio.pe/lima/sujeto-arrojo-agua-hirviendo-pareja-capturado-san-juan-lurigancho-282935-noticia/,"David Rojas Chamorro (26) es el responsable de la cobarde agresión contra Mávila Chuquicusma, quien terminó con el 90% del rostro quemado"
¿Comiste mucho en fiestas? Seis formas saludables y seguras de perder peso,Redacción EC,02/01/2014 _ 12:09,https://elcomercio.pe/resizer/kuzDgHVBrWrnTt0cfKdyx19_K_M=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/B7MJALHPTVELNFIJG2OJCUCTAI.jpg,https://elcomercio.pe/gastronomia/nutricion/comiste-fiestas-seis-formas-saludables-seguras-perder-peso-282937-noticia/,El portal MyDiet.com explica sencillos hábitos alimenticios que te ayudarán a recuperar la figura después de las fiestas
Winamp no morirá: AOL lo vendió a una empresa belga de radios online,Redacción EC,02/01/2014 _ 12:06,https://elcomercio.pe/resizer/K2UVVsJNn11bNw6HQdcT5o07dsI=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/MFB7FENTFBG6RPQHAQ4F5PATXM.jpg,https://elcomercio.pe/tecnologia/actualidad/winamp-morira-aol-vendio-empresa-belga-radios-online-373238-noticia/,Radionomy será la nueva propietaria del afamado reproductor de música digital
Los adultos mayores deben planificar metas específicas para este año [VIDEO],No hay,03/01/2014 _ 23:49,https://elcomercio.pe/resizer/E-j1Cs4Ec_qdsukUEwPXb0RGKBg=/234x161/smart/filters:format(jpeg):quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/QUDHV76HGZEQBNU6PRJOHQX2PM.jpg,https://elcomercio.pe/sociedad/lima/adultos-mayores-deben-planificar-metas-especificas-este-anovideo-noticia-1682082,Especialistas en salud mental los aconsejan a vivir plenamente y evitar el pesimismo
Los adultos mayores deben planificar metas específicas para este año [VIDEO],Redacción EC,03/01/2014 _ 23:49,https://elcomercio.pe/resizer/km55rBYWRFcLkbbepkyW8U0ffUg=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/QUDHV76HGZEQBNU6PRJOHQX2PM.jpg,https://elcomercio.pe/lima/adultos-mayores-deben-planificar-metas-especificas-ano-video-283151-noticia/,Especialistas en salud mental los aconsejan a vivir plenamente y evitar el pesimismo
Cuatro años de prisión suspendida para regidor arequipeño que mintió en hoja de vida,No hay,03/01/2014 _ 23:20,https://elcomercio.pe/resizer/BY6tOfMZOlDNLhGGBtIDn_W1jzM=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/G6XW3LVKRNDE5OXK2SLK3N5Q3M.jpg,https://elcomercio.pe/mundo/actualidad/cuatro-anos-prision-suspendida-regidor-arequipeno-mintio-hoja-vida-164766-noticia/,Jhon Contreras Jiménez dijo que apelará la condena y denunció que se trata de una sanción por sus constantes acusaciones contra el alcalde de Yanahaura
Empleados edilicios dan ultimátum a alcalde provincial de Arequipa,Redacción EC,03/01/2014 _ 23:08,https://elcomercio.pe/resizer/-TJXnoHbfbqCnyZIW2liqL8azKA=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/M6VL5IWRCZH3HGRULILHSAKZJ4.jpg,https://elcomercio.pe/lima/empleados-edilicios-dan-ultimatum-alcalde-provincial-arequipa-283148-noticia/,Más de 300 trabajadores administrativos exigen a Alfredo Zegarra incrementos salariales desde mayo del año pasado. Podrían comenzar una huelga indefinida
Lambayeque: jubilados promoverán campaña para administrar empresa Tumán,Redacción EC,03/01/2014 _ 22:37,https://elcomercio.pe/resizer/y9dc99uGX7ExJbuEk3pKBUUY4YA=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/Q6ERNJNXKZCWNAZ2CHWD7DVIE4.jpg,https://elcomercio.pe/lima/lambayeque-jubilados-promoveran-campana-administrar-empresa-tuman-283146-noticia/,Pedirán a los ex trabajadores que les den la representatividad de sus acciones para solicitar al Poder Judicial un cogobierno en la empresa
Trujillo: dos sospechosos fueron detenidos por ataque a hermano del alcalde,No hay,03/01/2014 _ 22:33,https://elcomercio.pe/resizer/km55rBYWRFcLkbbepkyW8U0ffUg=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/QUDHV76HGZEQBNU6PRJOHQX2PM.jpg,https://elcomercio.pe/mundo/actualidad/trujillo-dos-sospechosos-detenidos-ataque-hermano-alcalde-164763-noticia/,La Policía indicó que el intento de asalto a Óscar Acuña fue realizado “por un grupo de delincuentes que están trabajando bajo la modalidad de marcas”
Otras 20 combis antiguas fueron llevadas al depósito en Arequipa,No hay,03/01/2014 _ 22:30,https://elcomercio.pe/resizer/wCT-aA2U0f3JXnyFG0VGeQ2vWwA=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/TIRVRKSEQBEOJKS2KOS6APUOH4.jpg,https://elcomercio.pe/mundo/actualidad/20-combis-antiguas-llevadas-deposito-arequipa-164765-noticia/,Estos vehículos de transporte público se suman a las 12 unidades que fueron retiradas de circulación ayer en la Ciudad Blanca
Óscar Avilés fue sometido a una nueva operación por inusual sangrado,No hay,03/01/2014 _ 21:41,https://elcomercio.pe/resizer/Jh0sgc7ZRcjt-GpebTqeWKvLcME=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/XULPFCG3I5FVHIIOSVDSL62E7A.jpg,https://elcomercio.pe/luces/musica/oscar-aviles-sometido-nueva-operacion-inusual-sangrado-164762-noticia/,"El músico volvió a ingresar al quirófano del Hospital Rebagliati para que los médicos revisen la zona del sangrado, tras intervención quirúrgica al corazón"
"Propuesta de Humala ""busca coaccionar"" medios no afines al Gobierno",Redacción EC,03/01/2014 _ 21:28,https://elcomercio.pe/resizer/fyl3UPKaE18k134AvjxwoocV44Q=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/HXJXKDNJO5CGPPNVPOEN2TJQQE.jpg,https://elcomercio.pe/politica/gobierno/propuesta-humala-busca-coaccionar-medios-afines-gobierno-283125-noticia/,Así lo aseguró Carlos Bruce. Lourdes Alcorta sostiene que presidente busca sacar de la agenda Caso López Meneses
Asalto en Trujillo: policía sacrificó su vida para salvar a hermano del alcalde,No hay,03/01/2014 _ 21:20,https://elcomercio.pe/resizer/89EOtDsf8fZU9IJvn_aF1YG35jM=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/EUTOQYR34VF73G5YPXQBL3PNLU.jpg,https://elcomercio.pe/mundo/actualidad/asalto-trujillo-policia-sacrifico-vida-salvar-hermano-alcalde-164761-noticia/,Alexander Pretell Cabrera (30) falleció tras recibir cuatro disparos en el intento de robo al empresario Óscar Acuña
